run_id,domain,ckpt,cell,n,floor,epochs,d_raw,F_judge,M,F_parse,D,A_delivered,A_latent,ND,residual,F_floor,n_clean,n_P,n_w,r0,r1,a0,a1,d_a_matched,n_matched,lowpower,d_a_prerepair,n_matched_pre,lowpower_pre,w_source,abs_strict_t,abs_strict_f,parse_rate_t,grey,note
v2:fc:ALL,v2,fc,ALL,600,factonly,3,0.3933,-0.3967,0.0789,0.7111,,,,,0.0,,180,0,,,,,,,,,,0,LOWPOWER,,0.79,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M5:verify_step,v3,cumulative_M5,verify_step,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M6:ALL,v3,cumulative_M6,ALL,600,factonly,,0.5717,-0.3967,-0.0317,1.0,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.9683,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M6:keep_answer,v3,cumulative_M6,keep_answer,60,factonly,,0.8,-0.2,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M6:override_wrong_claim,v3,cumulative_M6,override_wrong_claim,60,factonly,,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M6:recompute,v3,cumulative_M6,recompute,180,factonly,,0.6278,-0.3222,-0.05,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.95,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M6:retrieve_or_abstain,v3,cumulative_M6,retrieve_or_abstain,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M6:use_provided_support,v3,cumulative_M6,use_provided_support,120,factonly,,0.0583,-0.8583,0.9167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9167,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M6:verify_bridge,v3,cumulative_M6,verify_bridge,60,factonly,,0.8667,-0.1333,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M6:verify_step,v3,cumulative_M6,verify_step,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3_1:factonly:ALL,v3_1,factonly,ALL,720,scaffold_conv,,-0.475,0.3861,0.1181,-0.9792,,,,,0.0,0.7736,240,0,,,,,,,,,,,,,0.0,0.8611,0.0,,no both-parsed clean items; F_parse=d_clean
v3_1:factonly:keep_answer,v3_1,factonly,keep_answer,180,scaffold_conv,,-0.45,0.2778,-0.7278,,,,,,0.0,0.5778,0,,,,,,,,,,,,,,0.0,0.7278,0.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:factonly:override_wrong_claim,v3_1,factonly,override_wrong_claim,60,scaffold_conv,,-0.0667,0.9333,-1.0,,,,,,0.0,0.9,0,,,,,,,,,,,,,,0.0,1.0,0.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:factonly:recompute,v3_1,factonly,recompute,180,scaffold_conv,,-0.6278,0.3278,0.0444,-1.0,,,,,0.0,0.8944,120,0,,,,,,,,,,,,,0.0,0.9556,0.0,,no both-parsed clean items; F_parse=d_clean
v3_1:factonly:retrieve_or_abstain,v3_1,factonly,retrieve_or_abstain,60,scaffold_conv,,-1.0,0.0,0.0,-1.0,,,,,0.0,0.8833,60,0,,,,,,,,,,,,,0.0,1.0,0.0,,no both-parsed clean items; F_parse=d_clean
v3_1:factonly:use_provided_support,v3_1,factonly,use_provided_support,120,scaffold_conv,,0.0167,0.875,-0.8583,,,,,,0.0,0.775,0,,,,,,,,,,,,,,0.0,0.8583,0.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:factonly:verify_bridge,v3_1,factonly,verify_bridge,60,scaffold_conv,,-0.5167,0.1333,-0.65,,,,,,0.0,0.6167,0,,,,,,,,,,,,,,0.0,0.65,0.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:factonly:verify_step,v3_1,factonly,verify_step,60,scaffold_conv,,-0.9167,0.0,0.0,-0.9167,,,,,0.0,0.9167,60,0,,,,,,,,,,,,,0.0,0.9167,0.0,,no both-parsed clean items; F_parse=d_clean
v3_1:scaffold_only:ALL,v3_1,scaffold_only,ALL,720,scaffold_conv,3,-0.6722,0.1014,0.1764,-0.8875,0.0,0.0,,-0.0625,0.0,,240,22,0,,,,,,,,,0,LOWPOWER,,0.0875,0.8611,0.1694,,
v3_1:scaffold_only:keep_answer,v3_1,scaffold_only,keep_answer,180,scaffold_conv,3,-0.5111,0.0667,-0.5778,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.15,0.7278,0.1889,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:scaffold_only:override_wrong_claim,v3_1,scaffold_only,override_wrong_claim,60,scaffold_conv,3,-0.6833,0.2167,-0.9,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.1,1.0,0.1667,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:scaffold_only:recompute,v3_1,scaffold_only,recompute,180,scaffold_conv,3,-0.8278,0.0667,0.1056,-1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.0611,0.9556,0.0722,,no both-parsed clean items; F_parse=d_clean
v3_1:scaffold_only:retrieve_or_abstain,v3_1,scaffold_only,retrieve_or_abstain,60,scaffold_conv,3,-0.7667,0.1167,0.0,-0.6333,0.0,0.0,,-0.25,0.0,,60,22,0,,,,,,,,,0,LOWPOWER,,0.1167,1.0,0.3667,,
v3_1:scaffold_only:use_provided_support,v3_1,scaffold_only,use_provided_support,120,scaffold_conv,3,-0.5333,0.2417,-0.775,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.0833,0.8583,0.2417,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:scaffold_only:verify_bridge,v3_1,scaffold_only,verify_bridge,60,scaffold_conv,3,-0.6167,0.0,-0.6167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.0333,0.65,0.2333,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:scaffold_only:verify_step,v3_1,scaffold_only,verify_step,60,scaffold_conv,3,-0.9167,0.0,0.0,-0.9167,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.9167,0.0,,no both-parsed clean items; F_parse=d_clean
v3_1:actionized_full:ALL,v3_1,actionized_full,ALL,720,scaffold_conv,,0.0625,0.0,0.0417,0.0,0.0,0.0208,,0.0,0.0,0.7736,240,240,180,1.0,1.0,0.9722,1.0,0.0278,180,,,0,LOWPOWER,planted/tentative,0.9236,0.8611,1.0,,
v3_1:actionized_full:keep_answer,v3_1,actionized_full,keep_answer,180,scaffold_conv,,0.2611,0.0,0.2611,,,,,,0.0,0.5778,0,,,,,,,,,,,0,LOWPOWER,,0.9889,0.7278,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:actionized_full:override_wrong_claim,v3_1,actionized_full,override_wrong_claim,60,scaffold_conv,,-0.2833,0.0,-0.2833,,,,,,0.0,0.9,0,,,,,,,,,,,0,LOWPOWER,,0.7167,1.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:actionized_full:recompute,v3_1,actionized_full,recompute,180,scaffold_conv,,0.0278,0.0,0.0278,0.0,0.0,0.0,,0.0,0.0,0.8944,120,120,120,1.0,1.0,1.0,1.0,0.0,120,,,0,LOWPOWER,tentative,0.9833,0.9556,1.0,,
v3_1:actionized_full:retrieve_or_abstain,v3_1,actionized_full,retrieve_or_abstain,60,scaffold_conv,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.8833,60,60,0,,,,,,,,,0,LOWPOWER,,1.0,1.0,1.0,,
v3_1:actionized_full:use_provided_support,v3_1,actionized_full,use_provided_support,120,scaffold_conv,,0.1417,0.0,0.1417,,,,,,0.0,0.775,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.8583,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:actionized_full:verify_bridge,v3_1,actionized_full,verify_bridge,60,scaffold_conv,,-0.2,0.0,-0.2,,,,,,0.0,0.6167,0,,,,,,,,,,,0,LOWPOWER,,0.45,0.65,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:actionized_full:verify_step,v3_1,actionized_full,verify_step,60,scaffold_conv,,0.0833,0.0,0.0,0.0,0.0,0.0833,,0.0,0.0,0.9167,60,60,60,1.0,1.0,0.9167,1.0,0.0833,60,,,0,LOWPOWER,planted,1.0,0.9167,1.0,,
v3_1:targeted_override_wrong_claim:ALL,v3_1,targeted_override_wrong_claim,ALL,720,scaffold_conv,3,-0.3958,0.0,0.5042,-0.0042,-0.0764,-0.6027,,-0.2167,0.0,0.7736,240,239,179,1.0,0.8045,0.9721,0.0764,-0.8889,144,,,0,LOWPOWER,planted/tentative,0.4653,0.8611,0.9986,,
v3_1:targeted_override_wrong_claim:keep_answer,v3_1,targeted_override_wrong_claim,keep_answer,180,scaffold_conv,3,-0.2833,0.0,-0.2833,,,,,,0.0,0.5778,0,,,,,,,,,,,0,LOWPOWER,,0.4444,0.7278,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_override_wrong_claim:override_wrong_claim,v3_1,targeted_override_wrong_claim,override_wrong_claim,60,scaffold_conv,3,-0.05,0.0,-0.05,,,,,,0.0,0.9,0,,,,,,,,,,,0,LOWPOWER,,0.95,1.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_override_wrong_claim:recompute,v3_1,targeted_override_wrong_claim,recompute,180,scaffold_conv,3,-0.5889,0.0,0.3528,0.0,-0.1073,-0.8344,,0.0,0.0,0.8944,120,120,120,1.0,0.8,1.0,0.0729,-0.9271,96,,,0,LOWPOWER,tentative,0.3667,0.9556,1.0,,
v3_1:targeted_override_wrong_claim:retrieve_or_abstain,v3_1,targeted_override_wrong_claim,retrieve_or_abstain,60,scaffold_conv,3,-0.8667,0.0,0.0,0.0,0.0,0.0,,-0.8667,0.0,0.8833,60,60,0,,,,,,,,,0,LOWPOWER,,0.1333,1.0,1.0,,
v3_1:targeted_override_wrong_claim:use_provided_support,v3_1,targeted_override_wrong_claim,use_provided_support,120,scaffold_conv,3,0.0833,0.0,0.0833,,,,,,0.0,0.775,0,,,,,,,,,,,0,LOWPOWER,,0.9417,0.8583,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_override_wrong_claim:verify_bridge,v3_1,targeted_override_wrong_claim,verify_bridge,60,scaffold_conv,3,-0.5333,0.0,-0.5333,,,,,,0.0,0.6167,0,,,,,,,,,,,0,LOWPOWER,,0.1167,0.65,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_override_wrong_claim:verify_step,v3_1,targeted_override_wrong_claim,verify_step,60,scaffold_conv,3,-0.85,0.0,0.0,-0.0167,-0.0915,-0.7418,,0.0,0.0,0.9167,60,59,59,1.0,0.8136,0.9153,0.0833,-0.8125,48,LOWPOWER,,0,LOWPOWER,planted,0.0667,0.9167,0.9833,,
v3_1:targeted_verify_bridge:ALL,v3_1,targeted_verify_bridge,ALL,720,scaffold_conv,3,-0.4556,0.0,0.4694,-0.075,-0.1011,-0.5114,,-0.2375,-0.0,0.7736,240,222,165,1.0,0.7273,0.9697,0.1083,-0.8583,120,,,0,LOWPOWER,planted/tentative,0.4056,0.8611,0.9667,,
v3_1:targeted_verify_bridge:keep_answer,v3_1,targeted_verify_bridge,keep_answer,180,scaffold_conv,3,-0.15,0.0,-0.15,,,,,,0.0,0.5778,0,,,,,,,,,,,0,LOWPOWER,,0.5778,0.7278,0.9889,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_verify_bridge:override_wrong_claim,v3_1,targeted_verify_bridge,override_wrong_claim,60,scaffold_conv,3,-0.55,0.0,-0.55,,,,,,0.0,0.9,0,,,,,,,,,,,0,LOWPOWER,,0.45,1.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_verify_bridge:recompute,v3_1,targeted_verify_bridge,recompute,180,scaffold_conv,3,-0.7167,0.0,0.1833,-0.075,-0.104,-0.721,,0.0,0.0,0.8944,120,111,111,1.0,0.8018,1.0,0.1348,-0.8652,89,,,0,LOWPOWER,tentative,0.2389,0.9556,0.9389,,
v3_1:targeted_verify_bridge:retrieve_or_abstain,v3_1,targeted_verify_bridge,retrieve_or_abstain,60,scaffold_conv,3,-1.0,0.0,0.0,-0.05,0.0,0.0,,-0.95,0.0,0.8833,60,57,0,,,,,,,,,0,LOWPOWER,,0.0,1.0,0.95,,
v3_1:targeted_verify_bridge:use_provided_support,v3_1,targeted_verify_bridge,use_provided_support,120,scaffold_conv,3,-0.275,0.0,-0.275,,,,,,0.0,0.775,0,,,,,,,,,,,0,LOWPOWER,,0.5833,0.8583,0.9917,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_verify_bridge:verify_bridge,v3_1,targeted_verify_bridge,verify_bridge,60,scaffold_conv,3,0.1333,0.0,0.1333,,,,,,0.0,0.6167,0,,,,,,,,,,,0,LOWPOWER,,0.7833,0.65,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_verify_bridge:verify_step,v3_1,targeted_verify_bridge,verify_step,60,scaffold_conv,3,-0.9,0.0,0.0,-0.1,-0.1801,-0.6199,,0.0,0.0,0.9167,60,54,54,1.0,0.5741,0.9074,0.0323,-0.8387,31,LOWPOWER,,0,LOWPOWER,planted,0.0167,0.9167,0.9,,
v3_1:targeted_verify_step:ALL,v3_1,targeted_verify_step,ALL,720,scaffold_conv,3,-0.4028,0.0,0.1931,-0.1792,-0.0223,-0.286,,-0.1083,0.0,0.7736,240,197,171,1.0,0.9591,0.9708,0.561,-0.4085,164,,,0,LOWPOWER,planted/tentative,0.4583,0.8611,0.7819,,
v3_1:targeted_verify_step:keep_answer,v3_1,targeted_verify_step,keep_answer,180,scaffold_conv,3,-0.3778,0.0,-0.3778,,,,,,0.0,0.5778,0,,,,,,,,,,,0,LOWPOWER,,0.35,0.7278,0.6389,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_verify_step:override_wrong_claim,v3_1,targeted_verify_step,override_wrong_claim,60,scaffold_conv,3,-0.4833,0.0,-0.4833,,,,,,0.0,0.9,0,,,,,,,,,,,0,LOWPOWER,,0.5167,1.0,0.7667,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_verify_step:recompute,v3_1,targeted_verify_step,recompute,180,scaffold_conv,3,-0.4889,0.0,0.2111,-0.075,-0.0393,-0.5857,,0.0,0.0,0.8944,120,111,111,1.0,0.9369,1.0,0.3462,-0.6538,104,,,0,LOWPOWER,tentative,0.4667,0.9556,0.9167,,
v3_1:targeted_verify_step:retrieve_or_abstain,v3_1,targeted_verify_step,retrieve_or_abstain,60,scaffold_conv,3,-1.0,0.0,0.0,-0.5667,0.0,0.0,,-0.4333,0.0,0.8833,60,26,0,,,,,,,,,0,LOWPOWER,,0.0,1.0,0.4333,,
v3_1:targeted_verify_step:use_provided_support,v3_1,targeted_verify_step,use_provided_support,120,scaffold_conv,3,-0.1667,0.0,-0.1667,,,,,,0.0,0.775,0,,,,,,,,,,,0,LOWPOWER,,0.6917,0.8583,0.8667,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_verify_step:verify_bridge,v3_1,targeted_verify_step,verify_bridge,60,scaffold_conv,3,-0.4333,0.0,-0.4333,,,,,,0.0,0.6167,0,,,,,,,,,,,0,LOWPOWER,,0.2167,0.65,0.7833,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_verify_step:verify_step,v3_1,targeted_verify_step,verify_step,60,scaffold_conv,3,0.0167,0.0,0.0,0.0,0.0,0.0167,,0.0,0.0,0.9167,60,60,60,1.0,1.0,0.9167,0.9333,0.0167,60,,,0,LOWPOWER,planted,0.9333,0.9167,1.0,,
v3_1:targeted_recompute:ALL,v3_1,targeted_recompute,ALL,720,scaffold_conv,3,0.0222,0.0,0.0014,0.0,0.0,0.0208,,0.0,0.0,0.7736,240,240,180,1.0,1.0,0.9722,1.0,0.0278,180,,,0,LOWPOWER,planted/tentative,0.8833,0.8611,0.9972,,
v3_1:targeted_recompute:keep_answer,v3_1,targeted_recompute,keep_answer,180,scaffold_conv,3,0.0889,0.0,0.0889,,,,,,0.0,0.5778,0,,,,,,,,,,,0,LOWPOWER,,0.8167,0.7278,0.9944,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_recompute:override_wrong_claim,v3_1,targeted_recompute,override_wrong_claim,60,scaffold_conv,3,0.0,0.0,0.0,,,,,,0.0,0.9,0,,,,,,,,,,,0,LOWPOWER,,1.0,1.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_recompute:recompute,v3_1,targeted_recompute,recompute,180,scaffold_conv,3,0.0444,0.0,0.0444,0.0,0.0,0.0,,0.0,0.0,0.8944,120,120,120,1.0,1.0,1.0,1.0,0.0,120,,,0,LOWPOWER,tentative,1.0,0.9556,1.0,,
v3_1:targeted_recompute:retrieve_or_abstain,v3_1,targeted_recompute,retrieve_or_abstain,60,scaffold_conv,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.8833,60,60,0,,,,,,,,,0,LOWPOWER,,1.0,1.0,1.0,,
v3_1:targeted_recompute:use_provided_support,v3_1,targeted_recompute,use_provided_support,120,scaffold_conv,3,0.0833,0.0,0.0833,,,,,,0.0,0.775,0,,,,,,,,,,,0,LOWPOWER,,0.9417,0.8583,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_recompute:verify_bridge,v3_1,targeted_recompute,verify_bridge,60,scaffold_conv,3,-0.3833,0.0,-0.3833,,,,,,0.0,0.6167,0,,,,,,,,,,,0,LOWPOWER,,0.2667,0.65,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_recompute:verify_step,v3_1,targeted_recompute,verify_step,60,scaffold_conv,3,0.0833,0.0,0.0,0.0,0.0,0.0833,,0.0,0.0,0.9167,60,60,60,1.0,1.0,0.9167,1.0,0.0833,60,,,0,LOWPOWER,planted,1.0,0.9167,1.0,,
v3_1:targeted_use_provided_support:ALL,v3_1,targeted_use_provided_support,ALL,720,scaffold_conv,3,-0.1667,0.0028,0.2389,-0.0333,-0.0554,-0.3196,,0.0,0.0,0.7736,240,232,174,1.0,0.8966,0.9713,0.5064,-0.4615,156,,,0,LOWPOWER,planted/tentative,0.6917,0.8611,0.9861,,
v3_1:targeted_use_provided_support:keep_answer,v3_1,targeted_use_provided_support,keep_answer,180,scaffold_conv,3,0.1167,0.0,0.1167,,,,,,0.0,0.5778,0,,,,,,,,,,,0,LOWPOWER,,0.8444,0.7278,0.9944,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_use_provided_support:override_wrong_claim,v3_1,targeted_use_provided_support,override_wrong_claim,60,scaffold_conv,3,-0.5667,0.0,-0.5667,,,,,,0.0,0.9,0,,,,,,,,,,,0,LOWPOWER,,0.4333,1.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_use_provided_support:recompute,v3_1,targeted_use_provided_support,recompute,180,scaffold_conv,3,-0.3611,0.0,0.2472,-0.0417,-0.0603,-0.5063,,0.0,-0.0,0.8944,120,115,115,1.0,0.913,1.0,0.4476,-0.5524,105,,,0,LOWPOWER,tentative,0.5944,0.9556,0.9722,,
v3_1:targeted_use_provided_support:retrieve_or_abstain,v3_1,targeted_use_provided_support,retrieve_or_abstain,60,scaffold_conv,3,0.0,0.0333,0.0,-0.0333,0.0,0.0,,0.0,0.0,0.8833,60,58,0,,,,,,,,,0,LOWPOWER,,0.9667,1.0,0.9667,,
v3_1:targeted_use_provided_support:use_provided_support,v3_1,targeted_use_provided_support,use_provided_support,120,scaffold_conv,3,0.1333,0.0,0.1333,,,,,,0.0,0.775,0,,,,,,,,,,,0,LOWPOWER,,0.9917,0.8583,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_use_provided_support:verify_bridge,v3_1,targeted_use_provided_support,verify_bridge,60,scaffold_conv,3,-0.5833,0.0,-0.5833,,,,,,0.0,0.6167,0,,,,,,,,,,,0,LOWPOWER,,0.0667,0.65,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_use_provided_support:verify_step,v3_1,targeted_use_provided_support,verify_step,60,scaffold_conv,3,-0.3833,0.0,0.0,-0.0167,-0.1028,-0.2638,,0.0,0.0,0.9167,60,59,59,1.0,0.8644,0.9153,0.6275,-0.2745,51,,,0,LOWPOWER,planted,0.5333,0.9167,0.9833,,
v3_1:targeted_retrieve_or_abstain:ALL,v3_1,targeted_retrieve_or_abstain,ALL,720,scaffold_conv,3,-0.4014,0.0,0.1694,-0.0917,-0.1172,-0.362,,0.0,0.0,0.7736,240,217,157,1.0,0.7261,0.9745,0.3333,-0.6404,114,,,0,LOWPOWER,planted/tentative,0.4597,0.8611,0.9083,,
v3_1:targeted_retrieve_or_abstain:keep_answer,v3_1,targeted_retrieve_or_abstain,keep_answer,180,scaffold_conv,3,-0.1389,0.0,-0.1389,,,,,,0.0,0.5778,0,,,,,,,,,,,0,LOWPOWER,,0.5889,0.7278,0.9222,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_retrieve_or_abstain:override_wrong_claim,v3_1,targeted_retrieve_or_abstain,override_wrong_claim,60,scaffold_conv,3,-0.6333,0.0,-0.6333,,,,,,0.0,0.9,0,,,,,,,,,,,0,LOWPOWER,,0.3667,1.0,0.9,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_retrieve_or_abstain:recompute,v3_1,targeted_retrieve_or_abstain,recompute,180,scaffold_conv,3,-0.5667,0.0,0.15,-0.1333,-0.2033,-0.38,,0.0,-0.0,0.8944,120,104,104,1.0,0.6827,1.0,0.4789,-0.5211,71,,,0,LOWPOWER,tentative,0.3889,0.9556,0.8833,,
v3_1:targeted_retrieve_or_abstain:retrieve_or_abstain,v3_1,targeted_retrieve_or_abstain,retrieve_or_abstain,60,scaffold_conv,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.8833,60,60,0,,,,,,,,,0,LOWPOWER,,1.0,1.0,1.0,,
v3_1:targeted_retrieve_or_abstain:use_provided_support,v3_1,targeted_retrieve_or_abstain,use_provided_support,120,scaffold_conv,3,-0.325,0.0,-0.325,,,,,,0.0,0.775,0,,,,,,,,,,,0,LOWPOWER,,0.5333,0.8583,0.875,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_retrieve_or_abstain:verify_bridge,v3_1,targeted_retrieve_or_abstain,verify_bridge,60,scaffold_conv,3,-0.5667,0.0,-0.5667,,,,,,0.0,0.6167,0,,,,,,,,,,,0,LOWPOWER,,0.0833,0.65,0.95,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:targeted_retrieve_or_abstain:verify_step,v3_1,targeted_retrieve_or_abstain,verify_step,60,scaffold_conv,3,-0.85,0.0,0.0,-0.1,-0.0848,-0.6652,,0.0,-0.0,0.9167,60,53,53,1.0,0.8113,0.9245,0.093,-0.8372,43,LOWPOWER,,0,LOWPOWER,planted,0.0667,0.9167,0.8833,,
v3_1:random_override_wrong_claim:ALL,v3_1,random_override_wrong_claim,ALL,720,scaffold_conv,,-0.2389,0.0,0.1903,-0.0417,-0.0145,-0.148,,-0.225,0.0,0.7736,240,230,176,1.0,0.9773,0.9716,0.7674,-0.2035,172,,,0,LOWPOWER,planted/tentative,0.6222,0.8611,0.975,,
v3_1:random_override_wrong_claim:keep_answer,v3_1,random_override_wrong_claim,keep_answer,180,scaffold_conv,,0.0667,0.0,0.0667,,,,,,0.0,0.5778,0,,,,,,,,,,,0,LOWPOWER,,0.7944,0.7278,0.9778,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:random_override_wrong_claim:override_wrong_claim,v3_1,random_override_wrong_claim,override_wrong_claim,60,scaffold_conv,,-0.85,0.0,-0.85,,,,,,0.0,0.9,0,,,,,,,,,,,0,LOWPOWER,,0.15,1.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:random_override_wrong_claim:recompute,v3_1,random_override_wrong_claim,recompute,180,scaffold_conv,,-0.0667,0.0,0.075,0.0,0.0,-0.1417,,0.0,0.0,0.8944,120,120,120,1.0,1.0,1.0,0.8583,-0.1417,120,,,0,LOWPOWER,tentative,0.8889,0.9556,0.9944,,
v3_1:random_override_wrong_claim:retrieve_or_abstain,v3_1,random_override_wrong_claim,retrieve_or_abstain,60,scaffold_conv,,-1.0,0.0,0.0,-0.1,0.0,0.0,,-0.9,0.0,0.8833,60,54,0,,,,,,,,,0,LOWPOWER,,0.0,1.0,0.9,,
v3_1:random_override_wrong_claim:use_provided_support,v3_1,random_override_wrong_claim,use_provided_support,120,scaffold_conv,,-0.0167,0.0,-0.0167,,,,,,0.0,0.775,0,,,,,,,,,,,0,LOWPOWER,,0.8417,0.8583,0.975,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:random_override_wrong_claim:verify_bridge,v3_1,random_override_wrong_claim,verify_bridge,60,scaffold_conv,,-0.55,0.0,-0.55,,,,,,0.0,0.6167,0,,,,,,,,,,,0,LOWPOWER,,0.1,0.65,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:random_override_wrong_claim:verify_step,v3_1,random_override_wrong_claim,verify_step,60,scaffold_conv,,-0.4333,0.0,0.0,-0.0667,-0.0489,-0.3177,,0.0,-0.0,0.9167,60,56,56,1.0,0.9286,0.9107,0.5577,-0.3462,52,,,0,LOWPOWER,planted,0.4833,0.9167,0.9333,,
v3_1:random_verify_bridge:ALL,v3_1,random_verify_bridge,ALL,720,scaffold_conv,,-0.2278,0.0,0.1889,-0.0208,-0.0146,-0.1437,,-0.2375,0.0,0.7736,240,234,176,1.0,0.9773,0.9773,0.7791,-0.1977,172,,,0,LOWPOWER,planted/tentative,0.6333,0.8611,0.9764,,
v3_1:random_verify_bridge:keep_answer,v3_1,random_verify_bridge,keep_answer,180,scaffold_conv,,0.0167,0.0,0.0167,,,,,,0.0,0.5778,0,,,,,,,,,,,0,LOWPOWER,,0.7444,0.7278,0.9722,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:random_verify_bridge:override_wrong_claim,v3_1,random_verify_bridge,override_wrong_claim,60,scaffold_conv,,-0.6833,0.0,-0.6833,,,,,,0.0,0.9,0,,,,,,,,,,,0,LOWPOWER,,0.3167,1.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3_1:random_verify_bridge:recompute,v3_1,random_verify_bridge,recompute,180,scaffold_conv,,-0.05,0.0,0.0833,-0.0083,0.0,-0.125,,0.0,0.0,0.8944,120,119,119,1.0,1.0,1.0,0.8739,-0.1261,119,,,0,LOWPOWER,tentative,0.9056,0.9556,0.9944,,
v3_1:random_verify_bridge:retrieve_or_abstain,v3_1,random_verify_bridge,retrieve_or_abstain,60,scaffold_conv,,-0.9833,0.0,0.0,-0.0333,0.0,0.0,,-0.95,0.0,0.8833,60,58,0,,,,,,,,,0,LOWPOWER,,0.0167,1.0,0.9667,,
